Service,Title,Date,Score,Body
Haven,Surgery has always been great,8/11/2021,5,"This surgery has been great since being here for the last 2 years. I felt that I was treated badly at a previous Felixstowe practice and couldn't put up with it anymore, so came here and have never had a problem since. On a monthly check last week the Nurse picked up on something and got me into to see someone more specialised around it, which has only taken a few days to come back for, so this is in my books excellent"
Haven,System works ok for me,10/2/2020,4,"I have not always received an appointment when I felt I should be seeing a GP, however it works out fine seeing a Nurse Practitioner, and I am surprised to know everything they can do.  It would be good to make others more aware as it is clear that there are less appointments with GP's."
Haven,They are responsive,6/27/2023,5,"They are responsive I have found, they have been wonderful in the past 8 months when we really needed it. I have been very pleased with them as my surgery."
Haven,Timings of appointments & transportation,1/9/2015,3,Haven House Surgery knew my condition but still expected me to attend nurse appointments. Shouldn't they come to me and save my expensive taxi visits?
Haven,told me i had appointment but didnt book it,4/13/2023,2,"phoned up for a contraceptive injection 2 weeks ago, was told to use askmygp, put in a request on askmygp to which i was told that they’d booked me an appointment for today (thursday april 13th) at 8.20 am. i get to the surgery at 8.15, to be told i dont have an appointment at all let alone today. showed the receptionist my askmygp message telling me i had an appointment booked, receptionist walks off and returns a couple minutes later telling me i need to rebook because they never booked the appointment like they’d told me. Tried to book me in for over 2 weeks time, even though the injection was due today. it was a quick routine appointment and it was their mistake not mine, wouldnt see me this morning, reception staff were generally rude to me and told me i hadn’t booked my appointment even though i had the messages."
Haven,Too long to wait on phone,7/20/2021,2,Each call takes average 40 minutes in the queue whatever time you ring. GP don't follow up investigation results and get back to patients.
Haven,Treated nicely by all,8/11/2021,4,"I have had a number of regular visits here and to Felixstowe General Hospital, I need an ulcer on my leg monitored and dressing changed, All staff treat me nicely. I also feel safe coming into the surgery as it is a nice open space."
Haven,Triage with receptionist,7/12/2016,3,I don't like it that I have to tell reception what's wrong only then to get a call back at some time that day from the doctor only to have to repeat myself.What's the point of telling receptionists when they obviously make no notes to pass into the doctor which would surely mean when they ring you it would be a shorter call as they would already have most the information.
Haven,Very good,1/11/2019,4,"Find all the care very good and staff are on the front line, hearing any issues that patients have, but always good at handling things. Access however for a follow up appointment has taken 6 weeks. I am seeing a trainee with GP overseeing today."
Haven,Very good but sometimes a long wait for the GP,7/9/2017,5,Overall very good.  Waiting times can vary.  I have waited up to 50 minutes
Haven,Very happy with level of treatment,9/12/2022,5,The Doctor was extremely thorough and kind and genuinely seemed to care and took the time to ask so many questions to find the route of my problem.
Haven,Very helpful but some abrupt,10/2/2020,3,"The reception team can be lovely and can be very helpful, but if you get one particular one, there is a consistent abruptness. When you see her face to face, she is never smiling, and on the telephone everything seems so difficult, when you asking for the simplest things.  I understand it can be a difficult job, but if you are the first person someone sees you should be welcoming.  I know people have off days, but this person seems to have more than most!"
